Python Sod Shock Tube Results (t = 0.150)
x,density,velocity,pressure,energy
4.075000000000000289e-01,6.629815692053664389e-01,4.667287305392255892e-01,5.625407488132453393e-01,2.230171199985393482e+00
4.125000000000000333e-01,6.470266521086681655e-01,4.932062940807243057e-01,5.436836681037460206e-01,2.222326660370255169e+00
4.175000000000000377e-01,6.313434915208174791e-01,5.197469201110306303e-01,5.253281187169070998e-01,2.215267742632901271e+00
4.224999999999999867e-01,6.159324161006689557e-01,5.463460124604262447e-01,5.074677580792745779e-01,2.209001205750519947e+00
4.274999999999999911e-01,6.007926012638143964e-01,5.730005018907450287e-01,4.900949122553222570e-01,2.203532912392188958e+00
4.324999999999999956e-01,5.859221179321254525e-01,5.997090339618302846e-01,4.732007086763372894e-01,2.198868157095103637e+00
4.375000000000000000e-01,5.713180069156748031e-01,6.264720506153250712e-01,4.567752321924584136e-01,2.195011995369596125e+00
4.425000000000000044e-01,5.569763899512201188e-01,6.532917229935857328e-01,4.408077092127200003e-01,2.191969521098403373e+00
4.475000000000000089e-01,5.428927090722474036e-01,6.801716421703957183e-01,4.252868131222216630e-01,2.189746113562747176e+00
4.525000000000000133e-01,5.290623053359593264e-01,7.071158570202744631e-01,4.102013084059103476e-01,2.188347631262294701e+00
4.575000000000000178e-01,5.154817681551142616e-01,7.341262803351802368e-01,3.955414731904958736e-01,2.187780411224114818e+00
4.625000000000000222e-01,5.021517784618777513e-01,7.611966787106890786e-01,3.813020164717367266e-01,2.188050657942236743e+00
4.675000000000000266e-01,4.890825754747753495e-01,7.883004169031891939e-01,3.674875716259302094e-01,2.189162382778220728e+00
4.725000000000000311e-01,4.763040808263477865e-01,8.153666246204032131e-01,3.541227033499929067e-01,2.191112129110849516e+00
4.775000000000000355e-01,4.638862235797294731e-01,8.422303981632893732e-01,3.412718910317454890e-01,2.193876420969590679e+00
4.824999999999999845e-01,4.519898615560052346e-01,8.685134482498436670e-01,3.290890213820994448e-01,2.197381273233780963e+00
4.874999999999999889e-01,4.410000581649089479e-01,8.932834432388755408e-01,3.179449340448875505e-01,2.201386340413828968e+00
4.924999999999999933e-01,4.318523119417172484e-01,9.142816607608257318e-01,3.087848660914951915e-01,2.205516048385351535e+00
4.974999999999999978e-01,4.267892257609053885e-01,9.263110946985575467e-01,3.034922356648332986e-01,2.206790281448650859e+00
5.024999999999999467e-01,4.255926993849155626e-01,9.289558151608690029e-01,3.025102381315092903e-01,2.208473270169991398e+00
5.074999999999999512e-01,4.263669946129736155e-01,9.271422226211096795e-01,3.032809539848806968e-01,2.208082180629440838e+00
5.124999999999999556e-01,4.266389299838673765e-01,9.265061930800368994e-01,3.035517717290894812e-01,2.207946157400763720e+00
5.174999999999999600e-01,4.260508362881749167e-01,9.279235555413727354e-01,3.029640006557360321e-01,2.208266667279934037e+00
5.224999999999999645e-01,4.258953547413907859e-01,9.282292850295115194e-01,3.027935298698328781e-01,2.208198747684269492e+00
5.274999999999999689e-01,4.255684598655507522e-01,9.288988874631233239e-01,3.025634172038108027e-01,2.208834002671494101e+00
5.324999999999999734e-01,4.255436639895120443e-01,9.289512366695794610e-01,3.025117024441382196e-01,2.208682382556893753e+00
5.374999999999999778e-01,4.256025608518557712e-01,9.288374849836361635e-01,3.025760048992824358e-01,2.208708495276124673e+00
5.424999999999999822e-01,4.256592671389191618e-01,9.288294882795770091e-01,3.025687049916037652e-01,2.208421416616346278e+00
5.474999999999999867e-01,4.256795503596799701e-01,9.289855036116574372e-01,3.024944834763766410e-01,2.208045765093326729e+00
5.524999999999999911e-01,4.259170975252740687e-01,9.287451834310445076e-01,3.026224772288954590e-01,2.207582992545721545e+00
5.574999999999999956e-01,4.261597596790972498e-01,9.282657247756388452e-01,3.027842760403876010e-01,2.207075527107772217e+00
5.625000000000000000e-01,4.263250452732960660e-01,9.277490173612267244e-01,3.030087857063685775e-01,2.207223914825552580e+00
5.675000000000000044e-01,4.262703085426610694e-01,9.275652693424087936e-01,3.031156658216602184e-01,2.207908457186242845e+00
5.725000000000000089e-01,4.258277178045294376e-01,9.278386218118355178e-01,3.029512943499635957e-01,2.209044736258644281e+00
5.775000000000000133e-01,4.252185770410779608e-01,9.281198616537513768e-01,3.027566530323316241e-01,2.210709272042751916e+00
5.824999999999999067e-01,4.247763552644978069e-01,9.283822663902093764e-01,3.025972840065997982e-01,2.211868001365415726e+00
5.874999999999999112e-01,4.246327657915717202e-01,9.288306694100063599e-01,3.024190647800927279e-01,2.211837354370451258e+00
5.924999999999999156e-01,4.247330613520605702e-01,9.289430688693776084e-01,3.023679864570038012e-01,2.211220673819846549e+00
5.974999999999999201e-01,4.253730114262948003e-01,9.286268843976996923e-01,3.025627402433324620e-01,2.209394072700880063e+00
6.024999999999999245e-01,4.263300301327054842e-01,9.281360506133129462e-01,3.027303441488470304e-01,2.205929501716592522e+00
6.074999999999999289e-01,4.267475449256247222e-01,9.279867461450083121e-01,3.028607410275503953e-01,2.204818033154670065e+00
6.124999999999999334e-01,4.265291078497007726e-01,9.280150459303943000e-01,3.028460562401301681e-01,2.205666859324023843e+00
6.174999999999999378e-01,4.256688672489875591e-01,9.277207348965522682e-01,3.030201730434077811e-01,2.210003631870891549e+00
6.224999999999999423e-01,4.218677913341102870e-01,9.267478422571217012e-01,3.032593147344215256e-01,2.226553724840950377e+00
6.274999999999999467e-01,4.111402390361192372e-01,9.262550863794166700e-01,3.036215857194739520e-01,2.275190915641041922e+00
6.324999999999999512e-01,3.914235140118171863e-01,9.256087036442182114e-01,3.037547254076131686e-01,2.368440107164400121e+00
6.374999999999999556e-01,3.629478985590317563e-01,9.256626560202634302e-01,3.039194414428370017e-01,2.521835244590487690e+00
6.424999999999999600e-01,3.280806747999846507e-01,9.256447202183444301e-01,3.036866225750579629e-01,2.742524518049468174e+00
6.474999999999999645e-01,2.928941281636441851e-01,9.263344544452500884e-01,3.036053685444209949e-01,3.020473632339562453e+00
6.524999999999999689e-01,2.659275582681783212e-01,9.264225542638527822e-01,3.033984867822276943e-01,3.281395690566185408e+00
6.574999999999999734e-01,2.584799967757060446e-01,9.278172538370733635e-01,3.036655317778147456e-01,3.367453683730832203e+00
6.624999999999999778e-01,2.585368449821368042e-01,9.277500968592808928e-01,3.033701665884673271e-01,3.363889446587309262e+00
6.674999999999999822e-01,2.589015672293634718e-01,9.279615607211332273e-01,3.032595276612458091e-01,3.358884756244500558e+00
6.724999999999999867e-01,2.601449335443536959e-01,9.277232084378129739e-01,3.032618541945378277e-01,3.344689974644132757e+00
6.774999999999999911e-01,2.617986234946256818e-01,9.273595137851904369e-01,3.031953192815337039e-01,3.325308313713998931e+00
6.824999999999999956e-01,2.633740572062460150e-01,9.278531684404420776e-01,3.031337533717659016e-01,3.307862855908282551e+00
6.875000000000000000e-01,2.644134247277853400e-01,9.285192876279324548e-01,3.028885523447551464e-01,3.294852155609980571e+00
6.925000000000000044e-01,2.648756389346709761e-01,9.292906237968652228e-01,3.027271208683667836e-01,3.289047640073585743e+00
6.975000000000000089e-01,2.651236215565522247e-01,9.293003600111370277e-01,3.027305927439326583e-01,3.286416898892206451e+00
7.025000000000000133e-01,2.655905711802704072e-01,9.287669408753889133e-01,3.030373996747555143e-01,3.283790441312770092e+00
7.074999999999999067e-01,2.660710961308545563e-01,9.282195172544546180e-01,3.031400280832483030e-01,3.279094860770861430e+00
7.124999999999999112e-01,2.664970109144750299e-01,9.280122615481279924e-01,3.031720202982456369e-01,3.274650477649733826e+00
7.174999999999999156e-01,2.665677715348422350e-01,9.274965232588178177e-01,3.030874965355242479e-01,3.272624340437289447e+00
7.224999999999999201e-01,2.663826873561194741e-01,9.283914486521953613e-01,3.028904001491777298e-01,3.273580017097574402e+00
7.274999999999999245e-01,2.657137323324458844e-01,9.271546790436403507e-01,3.023113409491107739e-01,3.274140955686396737e+00
7.324999999999999289e-01,2.651804129922218367e-01,9.267839024860200503e-01,3.023980433028689574e-01,3.280335046679861311e+00
7.374999999999999334e-01,2.637660925376030807e-01,9.214098885237296255e-01,3.010534797756080350e-01,3.277911478166108061e+00
7.424999999999999378e-01,2.637546250157544736e-01,9.219398074769035167e-01,3.017760850805449868e-01,3.285373171103245671e+00
7.474999999999999423e-01,2.592983787911021243e-01,9.015713599951000745e-01,2.949336269341338301e-01,3.249989223959358409e+00
7.524999999999999467e-01,2.586850686067415639e-01,8.964353967861878880e-01,2.930380451086283533e-01,3.233794338714846450e+00
7.574999999999999512e-01,2.471412255619806764e-01,8.322391336642241955e-01,2.731729278446167752e-01,3.109639194410913632e+00
7.624999999999999556e-01,2.467544838446936728e-01,8.395999350525727989e-01,2.723913677574228420e-01,3.112204836592190382e+00
7.674999999999999600e-01,1.989733277112924748e-01,5.740771202623827785e-01,2.027937354469710740e-01,2.712783775779334938e+00
7.724999999999999645e-01,1.519057493104242484e-01,2.490995030525728904e-01,1.358942964174759405e-01,2.267515622003540177e+00
7.774999999999999689e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
7.824999999999999734e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
7.874999999999999778e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
7.924999999999999822e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
7.974999999999999867e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.024999999999999911e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.074999999999999956e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.125000000000000000e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.175000000000000044e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.225000000000000089e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.275000000000000133e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.325000000000000178e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.374999999999999112e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.424999999999999156e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.474999999999999201e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.524999999999999245e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.574999999999999289e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.624999999999999334e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.674999999999999378e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.724999999999999423e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.774999999999999467e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.824999999999999512e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.874999999999999556e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.924999999999999600e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
8.974999999999999645e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.024999999999999689e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.074999999999999734e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.124999999999999778e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.174999999999999822e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.224999999999999867e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.274999999999999911e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.324999999999999956e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.375000000000000000e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.425000000000000044e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.475000000000000089e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.525000000000000133e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.575000000000000178e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.624999999999999112e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.674999999999999156e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.724999999999999201e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.774999999999999245e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.824999999999999289e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.874999999999999334e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.924999999999999378e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
9.975000000000000533e-01,1.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000444e+00
